NAME,A,MASS,R,ECC,PER,I,OM,T0,DATE,DENSITY,PLANETDISCMETH,MSTAR,RSTAR,TEFF,FE,RHOSTAR
,au,mjupiter,rjupiter,,day,deg,deg,jd,,g/cm^3,,msun,rsun,k,,g/cm^3
HAT-P-31 b,0.0611921,2.16904,1.07,0.245,5.005425,87.1,274.3,2454318.48,2011,2.18,Transit,1.218,1.36,6065,0.15,0.69
Kepler-878 b,0.159872,0.014205,0.172,0,25.9422033,,90,,2016,,Transit,0.81,0.77,5044,-0.03,
OGLE-TR-113 b,0.0228946,1.26,1.093,0,1.4324757,87.8,90,2452325.79823,2004,1.2,Transit,0.779,0.774,4790,0.09,1.71071
Kepler-356 c,0.108876,0.0133325,0.161477,,13.121632,,90,2454966.3931,2014,,Transit,,1.335,6133,,
Kepler-41 b,0.0289537,0.493545,0.841,0,1.855558,88.3,90,2454970.714,2011,1.02,Transit,0.94,0.966,5660,-0.09,
Kepler-798 b,0.118853,0.0183949,0.213,0,13.71933369,,90,,2016,,Transit,1.19,1.29,6224,0.03,
Kepler-825 b,0.047906,0.0124263,0.136,0,3.77360059,,90,,2016,,Transit,1.03,1.08,5976,-0.08,
Kepler-473 b,0.118968,0.0545024,0.364,0,14.55731705,,90,,2016,,Transit,1.06,1.34,5816,0.12,
Kepler-270 b,0.0995717,0.0148535,0.17932,,11.476094,,90,2454968.3951,2014,,Transit,,1.461,6067,,
HD 285507 b,0.0588842,0.917,,0.086,6.0881,,182,2456263.121,2014,,RV,0.734,0.656,4503,0.13,
Kepler-1307 b,0.137136,0.0192688,0.22,0,18.01621096,,90,,2016,,Transit,1.06,1.08,5884,0.06,
Kepler-1573 b,0.0372774,0.00553813,0.107,0,2.6157554,,90,,2016,,Transit,1.01,1,5808,0.02,
HD 40307 d,0.132422,0.028076,,0,20.46,,0,2454532.42,2009,,RV,0.74,0.839223,4977,-0.31,
Kepler-590 b,0.0656127,0.0525568,0.359,0,5.85296257,,90,,2016,,Transit,1.1,1.15,6000,0.07,
Kepler-1220 b,0.0744983,0.0124263,0.136,0,7.42693741,,90,,2016,,Transit,1,0.99,5842,-0.04,
Kepler-849 b,1.12814,0.149499,0.637,0,394.6244904,,90,,2016,,Transit,1.23,1.64,6059,0.12,
HD 290327 b,3.43052,2.54762,,0.08,2443,,268,2455326,2010,,RV,0.9,0.997399,5552,-0.11,
Kepler-438 b,0.171702,0.00436191,0.0999205,0,35.23319,89.86,90,2455673.0307,2010,,Transit,0.544,0.52,3748,0.16,5.52
Kepler-1315 b,0.0162176,0.00890695,0.123,0,0.84338011,,90,,2016,,Transit,0.8,0.75,4861,0.07,
GJ 876 e,0.333345,0.039229,,0.055,124.26,,239,2450519.598,2010,,RV,0.32,,,0.37,
Kepler-1413 b,0.103048,0.0133743,0.162,0,13.1829642,,90,,2016,,Transit,0.84,0.8,5196,-0.05,
Kepler-1604 b,0.0141581,0.00965491,0.126,0,0.68368426,,90,,2016,,Transit,0.81,0.76,4976,0.02,
Kepler-1471 b,0.0455165,0.00965491,0.126,0,3.63899398,,90,,2016,,Transit,0.95,0.93,5660,-0.03,
Kepler-1445 b,0.0983673,0.00255759,0.086,0,10.60052251,,90,,2016,,Transit,1.13,1.26,6150,-0.03,
Kepler-1020 b,0.394192,0.0172355,0.203,0,96.9151496,,90,,2016,,Transit,0.87,0.8,5227,0,
Kepler-572 b,0.122576,0.0206139,0.23,0,17.20523483,,90,,2016,,Transit,0.83,0.79,5212,-0.1,
Kepler-1598 b,0.0532751,0.00245309,0.085,0,4.34195123,,90,,2016,,Transit,1.07,1.09,5940,0.04,
Kepler-1187 b,0.141438,0.0210409,0.233,0,18.87064068,,90,,2016,,Transit,1.06,1.09,5975,-0.01,
Kepler-949 b,0.0795658,0.0254263,0.26,0,8.6893073,,90,,2016,,Transit,0.89,0.86,5403,0.01,
HD 169830 c,3.60184,4.06407,,0.33,2102,,252,2452516,2004,,RV,1.407,1.80318,6221.43,0.152981,
Kepler-608 b,0.06755,0.0409391,0.325,0,6.41251504,,90,,2016,,Transit,1,1.01,5820,-0.02,
47 UMa c,3.57197,0.545774,,0.098,2391,,295,2452441,2002,,RV,1.063,1.11869,5882.31,0.0431014,
Kepler-85 b,0.0780663,0.0145548,0.176,,8.306,,,,2012,,Transit,0.92,1.24,5497,-0.031,
Kepler-880 b,0.0866835,0.021628,0.237,0,7.71468975,,90,,2016,,Transit,1.46,1.74,6761,0.03,
Kepler-1343 b,0.0430893,0.014205,0.172,0,3.35183158,,90,,2016,,Transit,0.95,0.93,5759,-0.16,
Kepler-575 b,0.0861587,0.0183949,0.213,0,9.37891944,,90,,2016,,Transit,0.97,0.95,5710,0,
Kepler-313 c,0.198382,0.0205131,0.22928,,32.273273,,90,2454982.10331,2014,,Transit,,1.536,5727,,
Kepler-199 b,0.161192,0.0288426,0.277456,,23.637604,,90,2455005.64846,2014,,Transit,,0.967,5644,,
Kepler-172 b,0.0401669,0.0179955,0.209653,,2.940309,,90,2455002.9034,2014,,Transit,,1.085,5526,,
Kepler-223 d,0.117913,0.0265182,0.265858,,14.788759,,90,2455009.76379,2014,,Transit,,1.017,5829,,
Kepler-431 d,0.104497,0.00452953,0.101,,11.922,,,,2010,,Transit,1.071,1.092,6004,0.07,
Kepler-917 b,0.0375418,0.014034,0.17,0,2.97041437,,90,,2016,,Transit,0.8,0.76,5418,-0.38,
Kepler-1072 b,0.028082,0.0117956,0.141,0,1.5690665,,90,,2016,,Transit,1.2,1.32,6199,0.07,
Kepler-360 b,0.0432887,0.0122424,0.147203,,3.289672,,90,2454964.75603,2014,,Transit,,1.058,6053,,
Kepler-1212 b,0.111358,0.0159697,0.191,0,12.94130146,,90,,2016,,Transit,1.1,1.15,6051,0.03,
Kepler-246 b,0.0541452,0.0178911,0.208761,,4.60182,,90,2455002.97887,2014,,Transit,,0.831,5206,,
Kepler-347 b,0.10708,0.0145328,0.175752,,12.79836,,90,2454966.64816,2014,,Transit,,1.005,6088,,
HD 63765 b,0.94038,0.643827,,0.24,358,,122,2454404,2011,,RV,0.865,0.975102,5432,-0.16,
Kepler-217 c,0.0820605,0.0136211,0.165046,,8.586004,,90,2454970.96096,2014,,Transit,,1.799,6171,,
HD 85390 b,1.52377,0.131884,,0.41,788,,266,2454464.2,2011,,RV,0.76,0.958233,5186,-0.07,
Kepler-1590 b,0.0784501,0.00468851,0.102,0,7.61760804,,90,,2016,,Transit,1.11,1.16,6053,0.03,
Kepler-1498 b,0.245986,0.00796813,0.119,0,48.051405,,90,,2016,,Transit,0.86,0.81,5256,-0.01,
Kepler-401 c,0.256031,0.0160511,0.19181,,47.318218,,90,2455003.06041,2014,,Transit,,1.333,6117,,
Kepler-299 c,0.0708347,0.0215411,0.236417,,6.885875,,90,2454971.40955,2014,,Transit,,1.032,5617,,
Kepler-1176 b,0.164164,0.0191406,0.219,0,24.1738579,,90,,2016,,Transit,1.01,1.02,5844,-0.01,
HAT-P-57 b,0.0406092,1,1.412,0,2.465295,88.26,90,,2015,,Transit,1.47,1.5,7500,-0.25,0.615
Kepler-525 b,0.135465,0.0213319,0.235,0,18.68404933,,90,,2016,,Transit,0.95,1.15,5573,0.11,
Kepler-112 b,0.080928,0.0181008,0.210545,,8.408878,,90,2454967.0062,2014,,Transit,,0.841,5544,,
Kepler-1326 b,0.269138,0.0573636,0.373,0,42.3514267,,90,,2016,,Transit,1.45,1.74,6725,0.02,
Kepler-748 b,0.076064,0.0199266,0.225,0,7.40742793,,90,,2016,,Transit,1.07,1.1,5934,0.08,
Kepler-155 c,0.27496,0.0168894,0.199839,,52.661793,,90,2455016.51681,2014,,Transit,,0.62,4508,,
Kepler-271 c,0.0743912,0.00291583,0.089214,,7.410935,,90,2454968.74764,2014,,Transit,,0.88,5524,,
Kepler-961 b,0.127028,0.0201979,0.227,0,16.87727414,,90,,2016,,Transit,0.96,0.9,5582,0.05,
Kepler-241 c,0.213635,0.0205131,0.22928,,36.065978,,90,2455031.58185,2014,,Transit,,0.668,4699,,
Kepler-492 b,0.0989169,0.643816,0.856,0,11.72012266,,90,,2016,,Transit,0.94,0.91,5527,0.07,
WASP-77 A b,0.0240531,1.75921,1.21,0,1.3600309,89.4,90,2455870.44977,2013,1.326,Transit,1.002,0.955,5500,0,1.62906
Kepler-164 c,0.0964797,0.022635,0.243554,,10.945723,,90,2455009.72046,2014,,Transit,,1.148,5888,,
Kepler-371 b,0.208459,0.0139171,0.168615,,34.763278,,90,2454994.73489,2014,,Transit,,0.992,5666,,
Kepler-548 b,0.0517147,1,1.07,0,4.45419434,,90,,2016,,Transit,0.93,0.9,5535,0,
55 Cnc e,0.0154393,0.0263671,0.185565,0,0.736546,83.4,90,2455568.011,2004,4.173,RV,0.905,0.943,5196,0.314513,
HIP 57274 d,1.00678,0.528573,,0.27,431.7,,187.2,2455108.116,2012,,RV,0.73,0.68,4640,0.09,
Kepler-1254 d,0.0576676,0.00752338,0.117,0,5.72717226,,90,,2016,,Transit,0.78,0.75,4985,-0.1,
HD 221287 b,1.25015,3.11535,,0.08,456.10001,,98,2453263,2007,,RV,1.25,1.10236,6304,0.03,
KOI-13 b,0.0342279,6.515,1.406,0,1.76358799,85.9,,2455138.7439,2011,,Transit,1.72,1.71,7650,0.2,
Kepler-1017 b,0.0714529,0.0147338,0.178,0,7.23400469,,90,,2016,,Transit,0.93,0.87,5473,0.04,
Kepler-1100 b,0.0720524,0.0129028,0.156,0,6.42200058,,90,,2016,,Transit,1.21,1.34,6247,0.05,
Kepler-1050 b,0.124555,0.0119381,0.143,0,15.3787546,,90,,2016,,Transit,1.09,1.13,6010,0.03,
Kepler-1460 b,0.167635,0.0144664,0.175,0,29.9633247,,90,,2016,,Transit,0.7,0.67,4422,-0.02,
Kepler-1310 b,0.0146558,0.0101747,0.128,0,0.67933627,,90,,2016,,Transit,0.91,0.88,5549,-0.07,
HD 192699 b,1.12292,2.29191,,0.129,345.53,,41.3,2454036.6,2007,,RV,1.58,3.61317,5141,-0.2,
Kepler-178 d,0.412251,0.0500833,0.352395,,96.678988,,90,2454973.17842,2014,,Transit,,1.066,5676,,
Kepler-1371 c,0.0297109,0.000601957,0.057,0,2.00541269,,90,,2016,,Transit,0.87,0.83,5361,-0.07,
Kepler-1090 b,0.633688,0.0170154,0.201,0,198.680179,,90,,2016,,Transit,0.86,0.82,5321,-0.04,
Kepler-312 b,0.0286627,0.00711292,0.115086,,1.772419,,90,2454965.08778,2014,,Transit,,1.467,6115,,
Kepler-164 b,0.0574921,0.00960182,0.125792,,5.03503,,90,2454965.65465,2014,,Transit,,1.148,5888,,
Kepler-1557 b,0.0488263,0.0124263,0.136,0,3.74032496,,90,,2016,,Transit,1.11,1.17,6099,0.02,
Kepler-341 b,0.0587074,0.00523423,0.105273,,5.195528,,90,2454965.7352,2014,,Transit,,1.024,6012,,
Kepler-311 c,0.142937,0.0100631,0.127576,,19.738286,,90,2454966.28529,2014,,Transit,,1.188,5905,,
Kepler-1509 b,0.169257,0.0136174,0.165,0,25.4338197,,90,,2016,,Transit,1,0.99,5780,0.03,
HD 181342 b,1.777,3.14944,,0.177,663,,281,2454881,2010,,RV,1.7,4.76324,4965,0.15,
WASP-8 b,0.080153,2.13797,1.038,0.31,8.158715,88.55,274.27,2454675.429,2010,2.53485,Transit,1.03,0.945,5600,0.17,1.22
HD 131496 b,2.1121,2.24115,,0.163,883,,22,2456040,2011,,RV,1.61,4.56407,4927,0.25,
Kepler-154 c,0.307572,0.0260126,0.263181,,62.303276,,90,2455012.09423,2014,,Transit,,1.001,5690,,
Kepler-334 c,0.106855,0.0100631,0.127576,,12.758005,,90,2454966.9579,2014,,Transit,,1.068,5828,,
Kepler-911 b,0.160616,0.0208973,0.232,0,20.310501,,90,,2016,,Transit,1.34,1.99,6112,0.03,
Kepler-372 c,0.144457,0.0155228,0.186457,,20.053763,,90,2454969.58035,2014,,Transit,,1.137,6509,,
Kepler-127 b,0.11603,0.00937625,0.1249,,14.435889,,90,2454974.5114,2014,,Transit,,1.359,6106,,
HD 44219 b,1.18713,0.589265,,0.61,472.3,,147.4,2454585.6,2010,,RV,1,1.36324,5752,0.03,
75 Cet b,1.97678,2.7597,,0.117,691.9,,165,2452213,2012,,RV,2.15,10.5,4904,0.02,
Kepler-27 b,0.10464,0.051622,0.356538,0,15.3348,,90,2454991.6726,2011,,Transit,0.65,0.59,5400,0.41,
Kepler-210 b,0.0355986,0.0258466,0.262289,,2.453234,,90,2455003.89153,2014,,Transit,,0.65,4559,,
Kepler-40 b,0.0806644,2.17684,1.17,0,6.87349,89.7,90,2455005.5198,2011,1.68,Transit,1.48,2.13,6510,0.1,
Kepler-171 c,0.0994986,0.020389,0.228388,,11.463462,,90,2454970.38428,2014,,Transit,,0.839,5642,,
Kepler-298 c,0.157953,0.0142208,0.172183,,22.92881,,90,2455156.03372,2014,,Transit,,0.582,4465,,
Kepler-331 c,0.130814,0.0135483,0.164154,,17.28111,,90,2454969.00798,2014,,Transit,,0.492,4347,,
Kepler-1538 b,0.618691,0.0240196,0.252,0,175.138819,,90,,2016,,Transit,1.03,1.03,5837,0.02,
Kepler-576 b,0.18795,0.0320836,0.292,0,29.91136794,,90,,2016,,Transit,0.99,0.97,5672,0.09,
Kepler-479 b,0.100206,0.0157709,0.189,0,12.49341307,,90,,2016,,Transit,0.86,0.81,5247,-0.02,
Kepler-915 b,0.0576393,0.0118373,0.134,0,4.59489604,,90,,2016,,Transit,1.21,1.38,6173,0.08,
HD 220074 b,1.60044,11.1883,,0.14,672.1,,323,2451158.2,2013,,RV,1.2,54.7067,3935,-0.25,
Kepler-133 b,0.0791285,0.0129814,0.157017,,8.129976,,90,2454958.97047,2014,,Transit,,1.425,5736,,
Kepler-1185 b,0.427921,0.00796813,0.119,0,104.3518976,,90,,2016,,Transit,0.96,0.87,5622,-0.04,
Kepler-788 b,0.0849622,0.0201979,0.227,0,8.39846269,,90,,2016,,Transit,1.16,1.23,6159,0.05,
WASP-89 b,0.0427555,5.82191,1.04,0.193,3.3564227,89.4,28,,2015,7.01,Transit,0.92,0.88,4955,0.15,1.92
HAT-P-39 b,0.0509456,0.599196,1.571,0,3.54387,87,90,2455208.75049,2012,0.19,Transit,1.404,1.625,6430,0.19,
WASP-26 b,0.0399686,1.01746,1.32,0,2.7566,82.5,90,2455123.6379,2010,0.5852,Transit,1.12,1.34,5059,-0.02,0.47
Kepler-751 b,0.125668,0.0191406,0.219,0,17.44490636,,90,,2016,,Transit,0.87,0.84,5387,-0.06,
WASP-71 b,0.0463361,2.242,1.5,0,2.9036747,84.2,90,2455738.84977,2013,0.88842,Transit,1.572,2.32,6050,0.152,0.178816
HIP 2247 b,1.33884,5.12319,,0.54,655.6,,112.2,2454627.1,2009,,RV,0.74,1.07261,4714,-0.03,
GJ 876 d,0.0208066,0.0184193,,0.207,1.93778,,234,2450600.2,2005,,RV,0.32,,,0.37,
Kepler-312 c,0.142982,0.0296032,0.281024,,19.747412,,90,2454980.1036,2014,,Transit,,1.467,6115,,
OGLE-TR-56 b,0.0238308,1.39,1.363,0,1.211909,77.6,90,2452072.683,2003,0.68,Transit,1.228,1.363,6050,0.22,0.481429
Kepler-697 b,0.0456151,0.0557908,0.368,0,3.70987065,,90,,2016,,Transit,0.92,0.88,5513,-0.01,
Kepler-826 b,0.0541184,0.00648186,0.112,0,4.48758907,,90,,2016,,Transit,1.05,1.15,6079,-0.12,
Kepler-235 c,0.0771364,0.00692663,0.114194,,7.824904,,90,2454969.55567,2014,,Transit,,0.554,4255,,
Kepler-1591 b,0.0820512,0.00668223,0.113,0,8.18504949,,90,,2016,,Transit,1.1,1.16,6082,0.01,
Kepler-146 c,0.353393,0.0292202,0.27924,,76.732171,,90,2455033.67082,2014,,Transit,,1.208,5948,,
Kepler-1633 b,0.678637,0.0117956,0.141,0,186.404271,,90,,2016,,Transit,1.2,1.32,6256,0.02,
Kepler-903 b,0.0923273,0.0148244,0.179,0,10.3507721,,90,,2016,,Transit,0.98,0.97,5682,0.05,
Kepler-372 d,0.189342,0.0125062,0.150772,,30.092568,,90,2454982.03083,2014,,Transit,,1.137,6509,,
Kepler-156 b,0.0570224,0.0174811,0.205192,,4.973456,,90,2455003.88529,2014,,Transit,,0.807,5094,,
HD 38529 b,0.1272,0.803263,,0.243663,14.310195,,95.3538,2454384.815,2001,,RV,1.34,2.02418,5674,0.4,
Kepler-393 c,0.11698,0.00789025,0.118655,,14.613612,,90,2454973.4124,2014,,Transit,,1.382,6189,,
Kepler-136 c,0.126325,0.014692,0.177536,,16.399235,,90,2454964.96851,2014,,Transit,,1.355,6165,,
Kepler-1353 b,0.151698,0.0132944,0.161,0,24.7543966,,90,,2016,,Transit,0.76,0.72,4776,-0.06,
Kepler-436 b,0.281824,0.0226353,0.243556,0,64.00205,89.93,90,2454967.0428,2010,,Transit,0.729,0.697,4651,0.01,3.03
Kepler-1595 b,0.0508063,0.00609283,0.11,0,4.56380468,,90,,2016,,Transit,0.84,0.8,5203,-0.02,
Kepler-1593 b,0.569703,0.0300338,0.283,0,174.509835,,90,,2016,,Transit,0.81,0.77,4995,0.02,
WASP-82 b,0.0448251,1.25,1.67,0,2.705785,87.9,90,2456157.9898,2013,0.33,Transit,1.64,2.18,6480,0.12,0.2225
Kepler-1219 b,0.134445,0.0157709,0.189,0,16.10467749,,90,,2016,,Transit,1.25,1.94,5944,0.05,
Kepler-737 b,0.146229,0.0144664,0.175,0,28.59915399,,90,,2016,,Transit,0.51,0.48,3813,-0.24,
Kepler-948 b,0.0757275,0.0136174,0.165,0,7.76846622,,90,,2016,,Transit,0.96,0.94,5679,-0.02,
Kepler-1021 b,0.106598,0.0178026,0.208,0,13.47469571,,90,,2016,,Transit,0.89,0.86,5431,-0.05,
Kepler-866 b,0.0337676,0.0120821,0.145,0,2.61703254,,90,,2016,,Transit,0.75,0.71,4751,-0.07,
BD +20 2457 c,1.45701,6.90191,,0.18,621.99,,126.02,2453866.95,2009,,RV,1.06,32.9639,4259,-0.79,
Kepler-497 b,0.0470747,0.122459,0.539,0,3.57320367,,90,,2016,,Transit,1.09,1.11,5834,0.24,
Kepler-1344 b,0.0570591,0.0135358,0.164,0,4.7683049,,90,,2016,,Transit,1.09,1.13,5981,0.06,
Kepler-1388 d,0.127527,0.024536,0.255,0,20.9568158,,90,,2016,,Transit,0.63,0.61,4098,0.02,
Kepler-144 b,0.0637947,0.00789025,0.118655,,5.885273,,90,2455007.42565,2014,,Transit,,1.235,6075,,
HD 22781 b,1.16847,13.8403,,0.8191,528.07,,315.92,2454881.4,2011,,RV,0.75,0.720445,5027,-0.37,
Kepler-1253 b,0.325551,0.00796813,0.119,0,68.8861915,,90,,2016,,Transit,0.97,1.1,5850,-0.14,
Kepler-208 d,0.09757,0.00554835,0.107057,,11.131786,,90,2454956.29541,2014,,Transit,,1.314,6092,,
Kepler-286 e,0.185669,0.0130508,0.157909,,29.221289,,90,2454972.33017,2014,,Transit,,0.863,5580,,
Kepler-351 b,0.217522,0.0279223,0.272995,,37.054919,,90,2455033.20033,2014,,Transit,,0.854,5643,,
HD 120084 b,4.26892,4.4772,,0.66,2082,,117,2450774,2013,,RV,2.39,10.9537,4892,0.09,
HD 95127 b,1.2802,5.0362,,0.11,482,,40,2453200,2015,,RV,1.2,20,4218,-0.18,
MOA-2009-BLG-266L b,,0.0327,,,,,,,2010,,Microlensing,0.56,,,,
Kepler-755 c,0.036849,0.00648186,0.112,0,2.85313364,,90,,2016,,Transit,0.82,0.77,5043,-0.01,
Kepler-1578 b,0.0242164,0.00338324,0.093,0,1.45088691,,90,,2016,,Transit,0.9,0.86,5545,-0.13,
Kepler-89 d,0.173437,0.163924,1.027,0.022,23.342989,89.871,,,2013,0.363,Transit,1.277,1.52,6182,0.0228,
Kepler-387 b,0.0701869,0.00324127,0.0918904,,6.791636,,90,2454969.4873,2014,,Transit,,1.046,5774,,
HD 20868 b,0.947319,2.00901,,0.75,380.85,,356.2,2454451.52,2009,,RV,0.78,1.15581,4795,0.04,
Kepler-854 b,0.0342955,1,1.492,0,2.14463285,,90,,2016,,Transit,1.17,1.27,6179,0.04,
HAT-P-9 b,0.0528645,0.776601,1.4,0,3.92289,86.5,90,2454417.9077,2009,0.35,Transit,1.28,1.32,6350,0.12,
Kepler-410 A b,0.142508,,0.258635,0.17,17.833648,87.72,,,2014,,Transit,1.214,1.352,,,0.693
Kepler-33 e,0.213825,0.0525296,0.358929,0,31.7844,88.94,90,2454968.8,2011,6.67399,Transit,1.291,1.82,5904,,0.3
Kepler-1527 b,0.614964,0.0754224,0.426,0,160.129918,,90,,2016,,Transit,1.21,1.32,6224,0.07,
Kepler-1093 b,0.174668,0.0143786,0.174,0,25.0824626,,90,,2016,,Transit,1.13,1.2,6166,-0.01,
Kepler-1024 b,0.299193,0.048854,0.349,0,66.4162133,,90,,2016,,Transit,0.81,0.78,5143,-0.1,
Kepler-1271 b,0.0426422,0.0112658,0.132,0,3.0255955,,90,,2016,,Transit,1.13,1.23,6143,-0.01,
Kepler-216 c,0.131447,0.0275635,0.271211,,17.406669,,90,2455004.00607,2014,,Transit,,1.26,6091,,
Kepler-365 c,0.13334,0.0121773,0.146311,,17.784129,,90,2454979.90524,2014,,Transit,,1.048,6012,,
Kepler-1488 b,0.231951,0.0136995,0.166,0,39.8189932,,90,,2016,,Transit,1.05,1.31,5820,0.06,
Kepler-19 b,0.0845828,0.0165942,0.197074,0,9.2869944,89.94,90,2454959.70597,2011,5.53257,Transit,0.936,0.85,5541,-0.13,
Kepler-130 b,0.0812393,0.00313003,0.0909983,,8.457458,,90,2454972.06666,2014,,Transit,,1.127,5884,,
Kepler-160 c,0.112047,0.0400599,0.322063,,13.699087,,90,2455004.48747,2014,,Transit,,0.884,5857,,
Kepler-598 b,0.0447079,0.0118373,0.134,0,3.70175428,,90,,2016,,Transit,0.87,0.86,5307,0.02,
Kepler-207 c,0.0413536,0.0117855,0.133821,,3.071571,,90,2454966.30425,2014,,Transit,,1.588,5920,,
Kepler-284 b,0.106526,0.0168894,0.199839,,12.699149,,90,2455017.98515,2014,,Transit,,0.814,5615,,
Kepler-326 b,0.0335877,0.0123086,0.135605,,2.248329,,90,2454966.42421,2014,,Transit,,0.801,5105,,
Kepler-1391 b,0.283792,0.0124487,0.15,0,54.4092333,,90,,2016,,Transit,1.03,1.1,5840,0.04,
Kepler-1516 b,0.0743387,0.0129028,0.156,0,7.25931979,,90,,2016,,Transit,1.04,1.07,5904,0.03,
Kepler-969 b,0.200444,0.015383,0.185,0,34.1731714,,90,,2016,,Transit,0.92,0.82,5214,0.22,
HD 107148 b,0.270013,0.212171,,0.05,48.056,,75,2439969,2006,,RV,1.137,1.04161,5797.24,0.313842,
HD 1666 b,0.937147,6.47072,,0.63,270,,293.9,2453526.3,2015,,RV,1.5,1.93,6317,0.37,
Kepler-200 c,0.0921796,0.011856,0.14185,,10.222157,,90,2454968.89056,2014,,Transit,,0.944,5678,,
Kepler-95 b,0.102439,0.0409024,0.305112,0,11.5231,,,,2014,1.71,Transit,1.08,1.41,5699,0.3,0.54
Kepler-1444 b,0.205066,0.0162741,0.194,0,33.42035034,,90,,2016,,Transit,1.03,1.05,5810,0.06,
Kepler-280 c,0.0557436,0.0148535,0.17932,,4.807091,,90,2454967.64249,2014,,Transit,,0.886,5744,,
KIC 11442793 e,0.423643,0.021628,0.237,,91.93913,89.79,,,2013,,Transit,1.2,1.2,6080,-0.12,
Kepler-829 b,0.0703422,0.0156727,0.188,0,6.88337562,,90,,2016,,Transit,0.98,0.97,5698,0.03,
Kepler-249 d,0.120974,0.0117295,0.140066,,15.368459,,90,2454980.38889,2014,,Transit,,0.482,3568,,
Kepler-812 b,0.103618,0.0385876,0.317,0,10.11716531,,90,,2016,,Transit,1.45,1.71,6761,0.02,
HD 95872 b,5.15426,4.59415,,0.06,4375,,32.9,2449869,2016,,RV,0.95,0.998651,5312,0.41,
Kepler-1242 b,0.102343,0.017125,0.202,0,13.62798432,,90,,2016,,Transit,0.77,0.74,4895,-0.05,
51 Peg b,0.0521068,0.461143,,0.013,4.230785,,58,2450001.51,1995,,RV,1.054,1.02451,5786.68,0.199853,
WASP-60 b,0.0531121,0.512143,0.86,0,4.3050011,87.9,90,2455747.0295,2013,1.0608,Transit,1.078,1.14,5900,-0.04,1.01376
Kepler-904 b,0.0429791,0.0130579,0.158,0,3.02166863,,90,,2016,,Transit,1.16,1.25,6160,0.05,
Kepler-1113 b,0.246742,0.0238504,0.251,0,42.3004954,,90,,2016,,Transit,1.12,1.17,5931,0.18,
Kepler-99 b,0.0500668,0.01935,0.132037,0,4.60358,,90,,2014,10.9,Transit,0.79,0.73,4782,0.18,2.86
Kepler-1394 b,0.0575502,0.00915206,0.124,0,3.93766373,,90,,2016,,Transit,1.64,2.55,6481,0.06,
Kepler-752 b,0.132223,0.0238504,0.251,0,18.82747265,,90,,2016,,Transit,0.87,0.83,5373,-0.08,
Kepler-125 c,0.0629914,0.00100422,0.0660184,,5.774464,,90,2454965.96118,2014,,Transit,,0.512,3810,,
HD 5319 c,2.0717,1.15,,0.15,886,,252,2453453,2015,,RV,1.51,3.85,4958,0.15,
Kepler-996 b,0.0487927,0.014644,0.177,0,3.77059058,,90,,2016,,Transit,1.09,1.14,6014,0.03,
Kepler-588 b,0.0512901,0.0213319,0.235,0,4.22162536,,90,,2016,,Transit,1.01,1,5835,0,
Kepler-1454 b,0.246197,0.0138656,0.168,0,47.0319479,,90,,2016,,Transit,0.9,0.86,5448,-0.02,
Kepler-319 c,0.0712147,0.0212781,0.234633,,6.941357,,90,2454970.54285,2014,,Transit,,0.903,5526,,
Kepler-1143 c,0.645826,0.0397462,0.321,0,210.630591,,90,,2016,,Transit,0.81,0.77,5053,-0.06,
Kepler-153 b,0.138715,0.0255184,0.260505,,18.870227,,90,2455011.71046,2014,,Transit,,0.892,5404,,
Kepler-1642 c,0.0663298,0.021628,0.237,0,6.6513802,,90,,2016,,Transit,0.88,0.84,5355,-0.01,
Kepler-1336 b,0.15594,0.014644,0.177,0,23.198681,,90,,2016,,Transit,0.94,1.3,5512,0.05,
55 Cnc f,0.773567,0.172877,,0.32,261.2,,139,2450080.9108,2008,,RV,0.905,0.943,5196,0.314513,
Kepler-539 b,0.498966,0.241296,0.747,0,125.63243,,90,,2016,,Transit,1.05,0.95,5820,-0.01,
Kepler-929 b,0.0185879,0.00422224,0.099,0,0.92103214,,90,,2016,,Transit,1.01,1.02,5869,-0.04,
Kepler-238 d,0.109494,0.0281036,0.273887,,13.233549,,90,2454973.32179,2014,,Transit,,1.43,5751,,
HAT-P-54 b,0.0411908,0.76,0.944,0,3.799847,87.04,,,2015,1.118,Transit,0.645,0.617,4390,-0.127,
HIP 67851 b,0.458562,1.41789,,0.09,88.8,,87.7,2455296.6,2014,,RV,1.63,5.92,4890,0,
Kepler-845 b,0.0172109,0.0151003,0.182,0,0.92785982,,90,,2016,,Transit,0.79,0.75,4913,0.01,
Kepler-1245 c,0.0381652,0.0101747,0.128,0,2.93658468,,90,,2016,,Transit,0.86,0.83,5306,-0.01,
Kepler-153 c,0.254528,0.0200225,0.225711,,46.90232,,90,2454987.30653,2014,,Transit,,0.892,5404,,
HD 212301 b,0.034116,0.39615,,0,2.245715,,0,2453549.195,2006,,RV,1.05,,5997.91,-0.18,
Kepler-574 b,0.0747518,0.0183949,0.213,0,7.65880414,,90,,2016,,Transit,0.95,0.91,5612,-0.01,
Kepler-865 b,0.11183,0.0195285,0.222,0,14.16399294,,90,,2016,,Transit,0.93,0.92,5570,-0.01,
Kepler-295 c,0.151444,0.00508144,0.10438,,21.526258,,90,2454965.2872,2014,,Transit,,0.898,5603,,
GJ 504 b,,4,,,,,,,2013,,Imaging,1.22,0.912273,6234,0.28,
