NAME,Semi-eje (UA),Masa pl (Mjup),Rpl (R jup),Densidad pl (gr/cm^3),Periodo (dias),excentricidad,I deg,Año,Nombre estr,Masa estr (Msol),Radio estr (Rsol),Teff,Densidad estr g/cm^3,Metalicidad,Metodo
Kepler-776 b,0.0530392,0.00688654,0.114,,4.89718784,0,,2016,Kepler-776,0.83,0.78,5071,,0.05,Transit
Kepler-777 b,0.0522506,0.0109866,0.131,,5.72812599,0,,2016,Kepler-777,0.58,0.56,4043,,-0.17,Transit
Kepler-778 b,0.044079,0.0124487,0.15,,3.75574426,0,,2016,Kepler-778,0.81,0.77,5102,,-0.09,Transit
Kepler-779 b,0.0557932,0.00215846,0.082,,7.09714223,0,,2016,Kepler-779,0.46,0.44,3804,,-0.43,Transit
Kepler-78 b,0.00914662,0.00585,0.103396,7.25116,0.35500744,,79,2013,Kepler-78,0.81,0.74,5089,3.8,-0.14,Transit
Kepler-780 b,0.0151449,0.00189081,0.079,,0.67737516,0,,2016,Kepler-780,1.01,1.02,5769,,0.05,Transit
Kepler-781 b,0.101967,0.0250657,0.258,,13.2140732,0,,2016,Kepler-781,0.81,0.78,5162,,-0.1,Transit
Kepler-782 b,0.569779,0.0307009,0.286,,158.6853308,0,,2016,Kepler-782,0.98,1.01,5867,,-0.14,Transit
Kepler-783 b,0.0504566,0.00123338,0.07,,4.29264638,0,,2016,Kepler-783,0.93,0.89,5521,,0.01,Transit
Kepler-784 b,0.195581,0.0117956,0.141,,31.5922646,0,,2016,Kepler-784,1,1.32,5674,,0.07,Transit
Kepler-785 b,0.0282249,1,1.162,,1.97376093,0,,2016,Kepler-785,0.77,0.71,4739,,-0.02,Transit
Kepler-786 b,0.259117,0.0188877,0.217,,53.5293487,0,,2016,Kepler-786,0.81,0.74,4838,,0.09,Transit
Kepler-787 b,0.0161327,0.00688654,0.114,,0.9283105,0,,2016,Kepler-787,0.65,0.62,4248,,-0.09,Transit
Kepler-788 b,0.0849622,0.0201979,0.227,,8.39846269,0,,2016,Kepler-788,1.16,1.23,6159,,0.05,Transit
Kepler-789 b,0.0826682,0.0157709,0.189,,8.63847725,0,,2016,Kepler-789,1.01,1.02,5870,,-0.06,Transit
Kepler-79 b,0.114456,0.0343,0.316,1.43,13.485,0.015,,2013,Kepler-79,1.1,1.1,6187,,-0.263,Timing
Kepler-79 c,0.183622,0.0186,0.339,0.62,27.402,0.03,,2013,Kepler-79,1.1,1.1,6187,,-0.263,Timing
Kepler-79 d,0.272969,0.0189,0.653,0.09,52.09059,0.025,,2014,Kepler-79,,1.403,6189,,,Transit
Kepler-79 e,0.366575,0.0129,0.318,0.53,81.065298,0.012,,2014,Kepler-79,,1.403,6189,,,Transit
Kepler-790 b,0.105904,0.0162741,0.194,,13.73469807,0,,2016,Kepler-790,0.84,0.8,5208,,-0.05,Transit
Kepler-791 b,0.127324,0.0277215,0.272,,14.5539759,0,,2016,Kepler-791,1.3,1.47,6383,,0.06,Transit
Kepler-792 b,0.10143,0.0144664,0.175,,11.30119217,0,,2016,Kepler-792,1.09,1.12,5971,,0.08,Transit
Kepler-793 b,0.0509367,0.00866602,0.122,,4.24153639,0,,2016,Kepler-793,0.98,0.97,5745,,0,Transit
Kepler-794 b,0.103391,0.0156727,0.188,,11.13125132,0,,2016,Kepler-794,1.19,1.38,5839,,0.34,Transit
Kepler-795 b,0.183527,0.0124487,0.15,,29.6193421,0,,2016,Kepler-795,0.94,0.96,5631,,-0.02,Transit
Kepler-796 b,0.0658558,0.00730709,0.116,,6.40087618,0,,2016,Kepler-796,0.93,1.09,5475,,0.09,Transit
Kepler-797 b,0.174066,0.0162741,0.194,,27.07237711,0,,2016,Kepler-797,0.96,0.95,5680,,-0.02,Transit
Kepler-798 b,0.118853,0.0183949,0.213,,13.71933369,0,,2016,Kepler-798,1.19,1.29,6224,,0.03,Transit
Kepler-799 b,0.502439,0.13484,0.614,,133.4605235,0,,2016,Kepler-799,0.95,0.93,5681,,-0.07,Transit
Kepler-8 b,0.0483278,0.585742,1.419,0.261,3.52254,0,84.07,2010,Kepler-8,1.213,1.486,6213,0.373,-0.055,Transit
Kepler-80 b,0.0645109,0.0222358,0.241,,7.053,,,2012,Kepler-80,0.72,0.65,4613,,-0.562,Transit
Kepler-80 c,0.0788018,0.022,0.254,,9.522,,,2012,Kepler-80,0.72,0.65,4613,,-0.562,Transit
Kepler-80 d,0.0413591,0.0128437,0.155232,,3.072186,,,2014,Kepler-80,,0.637,4613,,,Transit
Kepler-80 e,0.0544864,0.0121773,0.146311,,4.645387,,,2014,Kepler-80,,0.637,4613,,,Transit
Kepler-80 f,0.017386,0.00609283,0.11,,0.98678706,0,,2016,Kepler-80,0.72,0.64,4613,,-0.562,Transit
Kepler-800 b,0.108362,0.0243624,0.254,,14.13176026,0,,2016,Kepler-800,0.85,0.82,5315,,-0.09,Transit
Kepler-801 b,0.0868408,0.0147338,0.178,,11.41928253,0,,2016,Kepler-801,0.67,0.63,4435,,-0.17,Transit
Kepler-802 b,0.223648,0.0383032,0.316,,40.0587473,0,,2016,Kepler-802,0.93,0.9,5507,,0.06,Transit
Kepler-803 b,0.271,0.0450611,0.338,,50.28638192,0,,2016,Kepler-803,1.05,1.12,5919,,0.02,Transit
Kepler-804 b,0.116085,0.0142915,0.173,,14.37457351,0,,2016,Kepler-804,1.01,1.05,5817,,0,Transit
Kepler-804 c,0.0890131,0.00468851,0.102,,9.65185017,0,,2016,Kepler-804,1.01,1.05,5817,,0,Transit
Kepler-805 b,0.204059,0.0250657,0.258,,30.8638931,0,,2016,Kepler-805,1.19,1.65,6112,,-0.06,Transit
Kepler-806 b,0.0786193,0.00468851,0.102,,8.09219642,0,,2016,Kepler-806,0.99,1.16,5770,,0,Transit
Kepler-807 b,0.476837,0.564429,0.93,,117.9310878,0,,2016,Kepler-807,1.04,1.06,5965,,-0.04,Transit
Kepler-808 b,0.0131437,0.0107116,0.13,,0.63133235,0,,2016,Kepler-808,0.76,0.71,4653,,0.05,Transit
Kepler-809 b,0.284276,0.0271261,0.269,,55.63934,0,,2016,Kepler-809,0.99,0.98,5734,,0.04,Transit
Kepler-81 b,0.0554099,0.0187628,0.216,,5.955,,,2012,Kepler-81,0.64,0.59,4500,,-0.524,Transit
Kepler-81 c,0.0885967,0.0181548,0.211,,12.04,,,2012,Kepler-81,0.64,0.59,4500,,-0.524,Transit
Kepler-81 d,0.148198,0.0057099,0.107949,,20.837846,,,2014,Kepler-81,,0.595,4500,,,Transit
Kepler-810 b,0.0546451,0.014205,0.172,,4.59725385,0,,2016,Kepler-810,1.03,1.04,5803,,0.1,Transit
Kepler-811 b,0.161485,0.0222358,0.241,,23.58447697,0,,2016,Kepler-811,1.01,1.24,5747,,0.05,Transit
Kepler-812 b,0.103618,0.0385876,0.317,,10.11716531,0,,2016,Kepler-812,1.45,1.71,6761,,0.02,Transit
Kepler-813 b,0.13761,0.0159697,0.191,,19.12947337,0,,2016,Kepler-813,0.95,0.93,5743,,-0.13,Transit
Kepler-814 b,0.068804,0.0157709,0.189,,6.1469851,0,,2016,Kepler-814,1.15,1.22,6162,,0.01,Transit
Kepler-815 b,0.0883216,0.055479,0.367,,8.57503552,0,,2016,Kepler-815,1.25,3.42,5028,,-0.03,Transit
Kepler-816 b,0.0906432,0.880048,0.914,,10.50682565,0,,2016,Kepler-816,0.9,0.85,5286,,0.16,Transit
Kepler-817 b,0.0497212,0.500877,0.806,,3.99010623,0,,2016,Kepler-817,1.03,1.03,5861,,0.02,Transit
Kepler-818 b,0.0891946,0.0867729,0.456,,10.03538581,0,,2016,Kepler-818,0.94,0.92,5638,,-0.08,Transit
Kepler-819 b,0.192248,0.0230257,0.246,,33.1995648,0,,2016,Kepler-819,0.86,0.81,5279,,-0.06,Transit
Kepler-82 b,0.16455,0.0517963,0.357,,26.444,,,2012,Kepler-82,0.85,0.9,5512,,-0.014,Transit
Kepler-82 c,0.256743,0.095206,0.477,,51.538,,,2012,Kepler-82,0.85,0.9,5512,,-0.014,Transit
Kepler-82 d,0.0349155,0.0130508,0.157909,,2.382961,,,2014,Kepler-82,,0.945,5428,,,Transit
Kepler-82 e,0.063917,0.019315,0.220359,,5.902206,,,2014,Kepler-82,,0.945,5428,,,Transit
Kepler-820 b,0.532115,0.124338,0.543,,127.8338098,0,,2016,Kepler-820,1.23,1.36,6260,,0.09,Transit
Kepler-821 b,0.0285532,0.00752338,0.117,,1.92279873,0,,2016,Kepler-821,0.84,0.8,5191,,-0.03,Transit
Kepler-822 b,0.0435391,0.0130579,0.158,,3.22296927,0,,2016,Kepler-822,1.06,1.08,5928,,0.04,Transit
Kepler-823 b,0.050347,0.0117248,0.14,,4.16809082,0,,2016,Kepler-823,0.98,0.96,5643,,0.06,Transit
Kepler-824 b,0.0560063,0.0137822,0.167,,4.51436633,0,,2016,Kepler-824,1.15,1.22,6035,,0.14,Transit
Kepler-825 b,0.047906,0.0124263,0.136,,3.77360059,0,,2016,Kepler-825,1.03,1.08,5976,,-0.08,Transit
Kepler-825 c,0.0802514,0.0135358,0.164,,8.1818246,0,,2016,Kepler-825,1.03,1.08,5976,,-0.08,Transit
Kepler-826 b,0.0541184,0.00648186,0.112,,4.48758907,0,,2016,Kepler-826,1.05,1.15,6079,,-0.12,Transit
Kepler-827 b,0.265894,0.105771,0.502,,51.92927591,0,,2016,Kepler-827,0.93,0.91,5602,,-0.06,Transit
Kepler-828 b,0.0125101,0.0121297,0.135,,0.56785714,0,,2016,Kepler-828,0.81,0.77,5039,,-0.02,Transit
Kepler-829 b,0.0703422,0.0156727,0.188,,6.88337562,0,,2016,Kepler-829,0.98,0.97,5698,,0.03,Transit
Kepler-83 b,0.0778725,0.0240196,0.252,,9.77,,,2012,Kepler-83,0.66,0.61,4648,,-0.195,Transit
Kepler-83 c,0.125924,0.0181548,0.211,,20.09,,,2012,Kepler-83,0.66,0.61,4648,,-0.195,Transit
Kepler-83 d,0.0585134,0.014298,0.173075,,5.169796,,,2014,Kepler-83,,0.594,4648,,,Transit
Kepler-830 b,0.10078,0.0125983,0.152,,11.29695137,0,,2016,Kepler-830,1.07,1.11,6037,,-0.02,Transit
Kepler-831 b,0.0616673,0.00668223,0.113,,5.62153941,0,,2016,Kepler-831,0.99,0.97,5732,,0.02,Transit
Kepler-832 b,0.0705758,0.015288,0.184,,7.1396941,0,,2016,Kepler-832,0.92,0.9,5596,,-0.08,Transit
Kepler-833 b,0.119053,0.0149156,0.18,,18.7546998,0,,2016,Kepler-833,0.64,0.62,4339,,-0.18,Transit
Kepler-834 b,0.0976622,0.0149156,0.18,,13.32388301,0,,2016,Kepler-834,0.7,0.66,4554,,-0.13,Transit
Kepler-835 b,0.101821,0.0235163,0.249,,11.41909375,0,,2016,Kepler-835,1.08,1.11,5954,,0.08,Transit
Kepler-836 b,0.0998849,0.0227057,0.244,,11.36112327,0,,2016,Kepler-836,1.03,1.04,5895,,-0.01,Transit
Kepler-837 b,0.120447,0.0203354,0.228,,16.56059504,0,,2016,Kepler-837,0.85,0.81,5403,,-0.18,Transit
Kepler-838 b,0.122141,0.0227057,0.244,,15.74957994,0,,2016,Kepler-838,0.98,0.96,5770,,-0.06,Transit
Kepler-839 b,0.235594,0.020474,0.229,,37.8144514,0,,2016,Kepler-839,1.22,1.31,6058,,0.29,Transit
Kepler-84 b,0.08295,0.0172355,0.203,,8.726,,,2012,Kepler-84,1,1.43,5755,,-0.131,Transit
Kepler-84 c,0.107552,0.096,0.215,,12.883,,,2012,Kepler-84,1,1.43,5755,,-0.131,Transit
Kepler-84 d,0.0511438,0.00893492,0.123115,,4.224537,,,2014,Kepler-84,,1.169,6031,,,Transit
Kepler-84 e,0.178021,0.0208911,0.231956,,27.434389,,,2014,Kepler-84,,1.169,6031,,,Transit
Kepler-84 f,0.245953,0.0165098,0.196271,,44.552169,,,2014,Kepler-84,,1.169,6031,,,Transit
Kepler-840 b,0.0364828,1,1.523,,2.49577962,0,,2016,Kepler-840,1.04,1.06,5920,,0,Transit
Kepler-841 b,0.462033,0.09114,0.467,,124.4198398,0,,2016,Kepler-841,0.85,0.81,5324,,-0.09,Transit
Kepler-842 b,0.0205641,0.0119381,0.143,,1.21956827,0,,2016,Kepler-842,0.78,0.73,4848,,-0.02,Transit
Kepler-843 b,0.0318315,0.020755,0.231,,2.05387982,0,,2016,Kepler-843,1.02,1.03,5830,,0.05,Transit
Kepler-844 b,0.03114,0.0124487,0.15,,2.61302086,0,,2016,Kepler-844,0.59,0.57,4128,,-0.24,Transit
Kepler-845 b,0.0172109,0.0151003,0.182,,0.92785982,0,,2016,Kepler-845,0.79,0.75,4913,,0.01,Transit
Kepler-846 b,0.140349,0.019398,0.221,,19.80792185,0,,2016,Kepler-846,0.94,0.91,5579,,0,Transit
Kepler-847 b,0.0324471,0.00518721,0.105,,2.3432319,0,,2016,Kepler-847,0.83,0.77,4940,,0.15,Transit
Kepler-848 b,0.0712451,0.0125983,0.152,,6.91134416,0,,2016,Kepler-848,1.01,1.2,5695,,0.15,Transit
Kepler-849 b,1.12814,0.149499,0.637,,394.6244904,0,,2016,Kepler-849,1.23,1.64,6059,,0.12,Transit
Kepler-85 b,0.0780663,0.0145548,0.176,,8.306,,,2012,Kepler-85,0.92,1.24,5497,,-0.031,Transit
Kepler-85 c,0.102591,0.0162741,0.194,,12.513,,,2012,Kepler-85,0.92,1.24,5497,,-0.031,Transit
Kepler-85 d,0.133985,0.00554835,0.107057,,17.91323,,,2014,Kepler-85,,0.893,5436,,,Transit
Kepler-85 e,0.168293,0.00674351,0.113302,,25.216751,,,2014,Kepler-85,,0.893,5436,,,Transit
Kepler-850 b,0.0743561,0.0131362,0.159,,7.19303878,0,,2016,Kepler-850,1.06,1.09,5932,,0.03,Transit
Kepler-851 b,0.078449,0.0124487,0.15,,8.50699658,0,,2016,Kepler-851,0.89,0.85,5455,,-0.07,Transit
Kepler-852 b,0.262112,0.0201979,0.227,,44.9309804,0,,2016,Kepler-852,1.19,1.16,6100,,0.22,Transit
Kepler-853 b,0.0794128,0.0125233,0.151,,7.16892463,0,,2016,Kepler-853,1.3,1.55,6350,,0.07,Transit
Kepler-854 b,0.0342955,1,1.492,,2.14463285,0,,2016,Kepler-854,1.17,1.27,6179,,0.04,Transit
Kepler-855 b,0.0783093,0.372141,0.745,,7.8866311,0,,2016,Kepler-855,1.03,1.03,5835,,0.06,Transit
Kepler-856 b,0.0774029,0.564251,0.83,,8.02768059,0,,2016,Kepler-856,0.96,0.93,5535,,0.12,Transit
Kepler-857 b,0.378116,0.130623,0.607,,85.35129427,0,,2016,Kepler-857,0.99,0.99,5773,,0.02,Transit
Kepler-858 b,0.346809,0.0783692,0.434,,76.13602028,0,,2016,Kepler-858,0.96,0.91,5653,,-0.04,Transit
Kepler-859 b,0.136122,0.0285386,0.276,,20.38177573,0,,2016,Kepler-859,0.81,0.77,5020,,-0.02,Transit
Kepler-860 b,0.0587592,0.0313841,0.289,,5.10137945,0,,2016,Kepler-860,1.04,1.06,5836,,0.09,Transit
Kepler-861 b,0.0457701,0.0172355,0.203,,3.94963138,0,,2016,Kepler-861,0.82,0.78,5047,,0.01,Transit
Kepler-862 b,0.0402889,0.0165864,0.197,,3.14866453,0,,2016,Kepler-862,0.88,0.84,5333,,0.04,Transit
Kepler-863 b,0.120507,0.0252452,0.259,,15.59461874,0,,2016,Kepler-863,0.96,0.95,5678,,-0.03,Transit
Kepler-864 b,0.0634219,0.0185165,0.214,,5.83376092,0,,2016,Kepler-864,1,1,5754,,0.04,Transit
Kepler-865 b,0.11183,0.0195285,0.222,,14.16399294,0,,2016,Kepler-865,0.93,0.92,5570,,-0.01,Transit
Kepler-866 b,0.0337676,0.0120821,0.145,,2.61703254,0,,2016,Kepler-866,0.75,0.71,4751,,-0.07,Transit
Kepler-867 b,0.537936,0.0711111,0.414,,150.242127,0,,2016,Kepler-867,0.92,0.91,5541,,-0.02,Transit
Kepler-868 b,0.0560993,0.0151938,0.183,,5.03251791,0,,2016,Kepler-868,0.93,0.89,5614,,-0.08,Transit
Kepler-869 b,0.228204,0.0400412,0.322,,40.4287755,0,,2016,Kepler-869,0.97,0.95,5664,,0.02,Transit
Kepler-87 b,0.477022,1.02004,1.21,0.729,114.73635,0.036,89.274,2013,Kepler-87,1.1,1.82,5600,,-0.17,Timing
Kepler-87 c,0.67057,0.0201366,0.549,0.152,191.2318,0.039,89.588,2013,Kepler-87,1.1,1.82,5600,,-0.17,Timing
Kepler-870 b,0.151158,0.0233514,0.248,,21.3587621,0,,2016,Kepler-870,1.01,1.02,5857,,-0.01,Transit
Kepler-871 b,0.159318,0.0437521,0.334,,22.0459018,0,,2016,Kepler-871,1.11,1.14,5993,,0.09,Transit
Kepler-872 b,0.0374071,0.0147338,0.178,,2.57885507,0,,2016,Kepler-872,1.05,1.08,5902,,0.04,Transit
Kepler-873 b,0.155175,0.0440759,0.335,,20.5533844,0,,2016,Kepler-873,1.18,1.27,6163,,0.07,Transit
Kepler-874 b,0.235841,0.0499388,0.352,,40.0686727,0,,2016,Kepler-874,1.09,1.13,6020,,0.03,Transit
Kepler-875 b,0.181834,0.0252452,0.259,,27.5073799,0,,2016,Kepler-875,1.06,1.11,5958,,0.03,Transit
Kepler-876 b,0.0543655,0.0101747,0.128,,5.14438011,0,,2016,Kepler-876,0.81,0.77,5060,,-0.03,Transit
Kepler-877 b,0.129482,0.0157709,0.189,,18.45847097,0,,2016,Kepler-877,0.85,0.81,5261,,-0.06,Transit
Kepler-878 b,0.159872,0.014205,0.172,,25.9422033,0,,2016,Kepler-878,0.81,0.77,5044,,-0.03,Transit
Kepler-879 b,0.204258,0.020474,0.229,,33.3855938,0,,2016,Kepler-879,1.02,1.02,5792,,0.05,Transit
Kepler-880 b,0.0866835,0.021628,0.237,,7.71468975,0,,2016,Kepler-880,1.46,1.74,6761,,0.03,Transit
Kepler-881 b,0.0539414,0.0131362,0.159,,4.44448017,0,,2016,Kepler-881,1.06,1.09,5961,,0,Transit
Kepler-882 b,0.0475302,0.00609283,0.11,,3.98953967,0,,2016,Kepler-882,0.9,0.87,5476,,-0.03,Transit
Kepler-883 b,0.110239,0.0131362,0.159,,12.98495573,0,,2016,Kepler-883,1.06,1.09,6116,,-0.13,Transit
Kepler-884 b,0.0624428,0.00609283,0.11,,5.69919514,0,,2016,Kepler-884,1,0.94,5715,,0.05,Transit
Kepler-885 b,0.143843,0.01966,0.223,,18.11472949,0,,2016,Kepler-885,1.21,1.35,6187,,0.11,Transit
Kepler-886 b,0.0684849,0.0124263,0.136,,6.24146367,0,,2016,Kepler-886,1.1,1.16,6098,,-0.01,Transit
Kepler-887 b,0.15495,0.0135358,0.164,,20.42228798,0,,2016,Kepler-887,1.19,1.29,6194,,0.08,Transit
Kepler-887 c,0.0804377,0.00452953,0.101,,7.63846023,0,,2016,Kepler-887,1.19,1.29,6194,,0.08,Transit
Kepler-888 b,0.331234,0.0129801,0.157,,70.6979061,0,,2016,Kepler-888,0.97,0.9,5875,,-0.21,Transit
Kepler-889 b,0.0492984,0.00392895,0.097,,3.744439,0,,2016,Kepler-889,1.14,1.25,5961,,0.19,Transit
Kepler-89 b,0.0511881,0.0287348,0.1558,10.1,3.743208,0.25,89.3,2013,Kepler-89,1.277,1.52,6182,,0.0228,Transit
Kepler-89 c,0.101317,0.0295756,0.3937,0.91,10.423648,0.43,88.36,2013,Kepler-89,1.277,1.52,6182,,0.0228,Transit
Kepler-89 d,0.173437,0.163924,1.027,0.363,23.342989,0.022,89.871,2013,Kepler-89,1.277,1.52,6182,,0.0228,Transit
Kepler-89 e,0.304548,0.0409024,0.5978,0.6,54.32031,0.019,89.76,2013,Kepler-89,1.277,1.52,6182,,0.0228,Transit
Kepler-890 b,0.283321,0.294675,0.793,,52.75875577,0,,2016,Kepler-890,1.09,1.13,5954,,0.09,Transit
Kepler-891 b,0.283142,0.11109,0.572,,53.44945593,0,,2016,Kepler-891,1.06,1.07,5887,,0.09,Transit
Kepler-892 b,0.102064,0.0238504,0.251,,13.7521072,0,,2016,Kepler-892,0.75,0.72,4747,,-0.04,Transit
Kepler-893 b,0.0670296,0.027323,0.27,,6.33855761,0,,2016,Kepler-893,1,0.99,5820,,-0.03,Transit
Kepler-894 b,0.0855774,0.0233514,0.248,,9.803224,0,,2016,Kepler-894,0.87,0.85,5603,,-0.25,Transit
Kepler-895 b,0.0337283,0.0115145,0.137,,2.80624233,0,,2016,Kepler-895,0.65,0.61,4315,,-0.16,Transit
Kepler-896 b,0.508596,0.0200617,0.226,,144.547396,0,,2016,Kepler-896,0.84,0.81,5262,,-0.1,Transit
Kepler-897 b,0.079369,0.0183949,0.213,,8.0472642,0,,2016,Kepler-897,1.03,1.04,5839,,0.04,Transit
Kepler-898 b,0.0551696,0.0115494,0.133,,5.8706191,0,,2016,Kepler-898,0.65,0.62,4223,,-0.06,Transit
Kepler-899 b,0.136873,0.0219292,0.239,,19.17891293,0,,2016,Kepler-899,0.93,0.91,5595,,-0.06,Transit
Kepler-9 b,0.140548,0.248945,0.842,0.524,19.243158,0.150841,88.55,2010,Kepler-9,1,1.1,,,0.17,Transit
Kepler-9 c,0.22473,0.168671,0.823,0.383,38.90861,0.132575,88.12,2010,Kepler-9,1,1.1,,,0.17,Transit
Kepler-9 d,0.0266925,0.0121773,0.146311,,1.592851,0,,2010,Kepler-9,1,1.1,,,0.17,Transit
Kepler-900 b,0.0658684,0.0154788,0.186,,6.9913086,0,,2016,Kepler-900,0.78,0.73,4836,,-0.01,Transit
Kepler-901 b,0.0379647,0.00866602,0.122,,3.51749439,0,,2016,Kepler-901,0.59,0.57,4184,,-0.3,Transit
Kepler-902 b,0.225432,0.0201979,0.227,,40.1099547,0,,2016,Kepler-902,0.95,0.93,5647,,0,Transit
Kepler-903 b,0.0923273,0.0148244,0.179,,10.3507721,0,,2016,Kepler-903,0.98,0.97,5682,,0.05,Transit
Kepler-903 c,0.30753,0.0200617,0.226,,62.9228557,0,,2016,Kepler-903,0.98,0.97,5682,,0.05,Transit
Kepler-904 b,0.0429791,0.0130579,0.158,,3.02166863,0,,2016,Kepler-904,1.16,1.25,6160,,0.05,Transit
Kepler-905 b,0.0568739,0.00965491,0.126,,5.08274652,0,,2016,Kepler-905,0.95,0.86,5461,,0.09,Transit
Kepler-906 b,0.239949,0.0156727,0.188,,41.6979976,0,,2016,Kepler-906,1.06,1.02,6035,,-0.09,Transit
Kepler-907 b,0.126784,0.00553813,0.107,,15.86621821,0,,2016,Kepler-907,1.08,1.38,6106,,-0.15,Transit
Kepler-908 b,0.0246365,0.00590412,0.109,,1.34059747,0,,2016,Kepler-908,1.11,1.12,5973,,0.15,Transit
Kepler-909 b,0.119407,0.0109866,0.131,,13.93290318,0,,2016,Kepler-909,1.17,1.23,6154,,0.08,Transit
Kepler-910 b,0.0375152,0.00142986,0.073,,2.36436901,0,,2016,Kepler-910,1.26,1.5,6230,,0.12,Transit
Kepler-911 b,0.160616,0.0208973,0.232,,20.310501,0,,2016,Kepler-911,1.34,1.99,6112,,0.03,Transit
Kepler-912 b,0.0372128,0.0236826,0.25,,2.53475627,0,,2016,Kepler-912,1.07,1.11,5998,,0.02,Transit
Kepler-913 b,0.0794059,0.015288,0.184,,10.29672521,0,,2016,Kepler-913,0.63,0.61,4687,,-0.52,Transit
Kepler-914 b,0.054326,0.00890695,0.123,,4.40966548,0,,2016,Kepler-914,1.1,1.15,5877,,0.22,Transit
Kepler-915 b,0.0576393,0.0118373,0.134,,4.59489604,0,,2016,Kepler-915,1.21,1.38,6173,,0.08,Transit
Kepler-916 b,0.188012,0.0129801,0.157,,32.2968798,0,,2016,Kepler-916,0.85,0.81,5248,,-0.05,Transit
Kepler-917 b,0.0375418,0.014034,0.17,,2.97041437,0,,2016,Kepler-917,0.8,0.76,5418,,-0.38,Transit
Kepler-918 b,0.0580906,0.0128259,0.155,,4.85386933,0,,2016,Kepler-918,1.11,1.14,6028,,0.06,Transit
Kepler-919 b,0.101697,0.0170154,0.201,,11.04603384,0,,2016,Kepler-919,1.15,1.21,6113,,0.07,Transit
Kepler-920 b,0.0657805,0.0187628,0.216,,6.53192704,0,,2016,Kepler-920,0.89,0.85,5403,,0,Transit
Kepler-920 c,0.407808,0.0453941,0.339,,100.8274113,0,,2016,Kepler-920,0.89,0.85,5403,,0,Transit
Kepler-921 b,0.263744,0.0247111,0.256,,51.300634,0,,2016,Kepler-921,0.93,0.91,5663,,-0.12,Transit
Kepler-922 b,0.0184414,0.00991268,0.127,,0.93846683,0,,2016,Kepler-922,0.95,0.93,5671,,-0.05,Transit
Kepler-923 b,0.0736811,0.00890695,0.123,,6.93366476,0,,2016,Kepler-923,1.11,1.26,5988,,0.07,Transit
Kepler-924 b,0.316935,0.0281267,0.274,,61.0370117,0,,2016,Kepler-924,1.14,1.23,6167,,0.01,Transit
Kepler-925 b,0.187771,0.017919,0.209,,33.8678531,0,,2016,Kepler-925,0.77,0.72,4673,,0.12,Transit
Kepler-926 b,0.273799,0.0175728,0.206,,52.0688601,0,,2016,Kepler-926,1.01,1.01,5806,,0.03,Transit
Kepler-927 b,0.0851117,0.0126737,0.153,,9.1149903,0,,2016,Kepler-927,0.99,0.99,5743,,0.03,Transit
Kepler-928 b,0.0439026,0.0118667,0.142,,3.9324613,0,,2016,Kepler-928,0.73,0.7,4700,,-0.11,Transit
Kepler-929 b,0.0185879,0.00422224,0.099,,0.92103214,0,,2016,Kepler-929,1.01,1.02,5869,,-0.04,Transit
Kepler-93 b,0.0534149,0.00814901,0.134,4.17,4.72674,0,,2014,Kepler-93,0.91,0.92,5669,1.64,-0.18,Transit
Kepler-930 b,0.36301,0.0158698,0.19,,71.4517775,0,,2016,Kepler-930,1.25,1.4,6335,,0.04,Transit
Kepler-931 b,0.0746773,0.00796813,0.119,,8.03755877,0,,2016,Kepler-931,0.86,0.81,5241,,-0.01,Transit
Kepler-932 b,0.0288756,0.00866602,0.122,,1.9214374,0,,2016,Kepler-932,0.87,0.84,5331,,-0.01,Transit
Kepler-933 b,0.109579,0.0191406,0.219,,14.20443009,0,,2016,Kepler-933,0.87,0.84,5346,,-0.02,Transit
Kepler-934 b,0.265992,0.0154788,0.186,,55.6738309,0,,2016,Kepler-934,0.81,0.77,5001,,0.01,Transit
Kepler-935 b,0.0518363,0.00819664,0.12,,4.88083852,0,,2016,Kepler-935,0.78,0.73,4830,,-0.01,Transit
Kepler-936 b,0.0916253,0.010441,0.129,,10.56134221,0,,2016,Kepler-936,0.92,0.89,5482,,0.05,Transit
Kepler-937 b,0.340485,0.0431113,0.332,,67.668827,0,,2016,Kepler-937,1.15,1.22,6095,,0.08,Transit
Kepler-937 c,0.587421,0.021778,0.238,,153.343364,0,,2016,Kepler-937,1.15,1.22,6095,,0.08,Transit
Kepler-938 b,0.267315,0.0166923,0.198,,52.6298417,0,,2016,Kepler-938,0.92,0.89,5533,,-0.03,Transit
Kepler-939 b,0.11345,0.0129028,0.156,,14.878296,0,,2016,Kepler-939,0.88,0.85,5471,,-0.12,Transit
Kepler-94 b,0.033677,0.0341063,0.313113,1.45,2.50806,0,,2014,Kepler-94,0.81,0.76,4781,2.9,0.34,Transit
Kepler-940 b,0.295668,0.0335331,0.298,,59.6225257,0,,2016,Kepler-940,0.97,0.96,5769,,-0.08,Transit
Kepler-941 b,0.126522,0.0283318,0.275,,17.42395198,0,,2016,Kepler-941,0.89,0.86,5539,,-0.15,Transit
Kepler-942 b,0.230681,0.0158698,0.19,,44.96417488,0,,2016,Kepler-942,0.81,0.75,4861,,0.09,Transit
Kepler-943 b,0.258472,0.117824,0.529,,49.7701438,0,,2016,Kepler-943,0.93,0.91,5612,,-0.07,Transit
